ticket_id,text,text_clean,category,language,channel,annotator_confidence
LBL-04829,I have been waiting 4 days. This is completely unacceptable.,I have been waiting 4 days. This is completely unacceptable.,abuse,en,social,0.87
LBL-02325,Ba na iya sauya kalmar sirrin na.,Ba na iya sauya kalmar sirrin na.,technical,ha,social,0.77
LBL-02710,Upload button no dey do anything. I can't send my documents.,Upload button no dey do anything. I can't send my documents.,technical,pcm,email,0.89
LBL-04399,Please add dark mode — many users have been asking for this.,Please add dark mode — many users have been asking for this.,feedback,pcm,chat,0.78
LBL-01313,"I did not authorise a charge of ₦5,000 on my account!!!","I did not authorise a charge of ₦5,000 on my account!!!",billing,en,email,0.88
LBL-03449,The estimated delivery date has been pushed back three times.,The estimated delivery date has been pushed back three times.,delivery,en,email,0.77
LBL-03813,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,en,chat,0.92
LBL-04656,You are thieves. I am reporting you to the consumer protection agency. 👎,You are thieves. I am reporting you to the consumer protection agency. 👎,abuse,en,chat,0.97
LBL-02363,The app crashes every time I open it on Samsung S23.,The app crashes every time I open it on Samsung S23.,technical,en,chat,0.78
LBL-01976,"My invoice shows ₦25,000 but we agreed on ₦400.","My invoice shows ₦25,000 but we agreed on ₦400.",billing,en,email,0.99
LBL-03515,The delivery driver did not knock — just marked it as delivered.,The delivery driver did not knock — just marked it as delivered.,delivery,en,email,0.98
LBL-01762,"I was charged ₦25,000 twice — una don double charge me this month.","I was charged ₦25,000 twice — una don double charge me this month.",billing,mixed,email,0.95
LBL-02740,I cannot download my data export. The link says 'file not found'. 🤬🤬,I cannot download my data export. The link says 'file not found'. 🤬🤬,technical,en,chat,0.87
LBL-04845,Your staff are incompetent and rude. I am done with this company. 😡,Your staff are incompetent and rude. I am done with this company. 😡,abuse,en,chat,0.96
LBL-02473,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,chat,0.82
LBL-04008,The app is extremely slow — e dey do 11 seconds for simple task.,The app is extremely slow — e dey do 11 seconds for simple task.,feedback,mixed,chat,0.78
LBL-01494,"I need an invoice for ₦2,500 paid on 30 April 2025 for tax purposes.","I need an invoice for ₦2,500 paid on 30 April 2025 for tax purposes.",billing,en,email,0.78
LBL-04207,The onboarding process was smooth and the product works well.,The onboarding process was smooth and the product works well.,feedback,pcm,social,0.82
LBL-02159,Na jira kwana 12 amma babu amsa. 😡😡,Na jira kwana 12 amma babu amsa. 😡😡,billing,ha,email,0.91
LBL-01170,The app dey crash every time on my iPhone 14. Very frustrating.,The app dey crash every time on my iPhone 14. Very frustrating.,account,mixed,email,0.77
LBL-04517,The live chat support was excellent today. Thank you!!!,The live chat support was excellent today. Thank you!!!,feedback,pcm,chat,0.85
LBL-00233,Two-factor authentication is not working on my account.,Two-factor authentication is not working on my account.,account,en,chat,1.0
LBL-00067,My account has been locked for 8 days and I cannot log in.,My account has been locked for 8 days and I cannot log in.,account,en,social,0.96
LBL-01604,"My invoice shows ₦50,000 but we agreed on ₦20,000. 😠😠","My invoice shows ₦50,000 but we agreed on ₦20,000. 😠😠",billing,en,social,1.0
LBL-03284,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,en,email,0.9
LBL-03597,The tracking page shows 'delivered' but nothing arrived.,The tracking page shows 'delivered' but nothing arrived.,delivery,en,email,0.94
LBL-00126,My account keeps logging me out every 44 hours. 😡😡,My account keeps logging me out every 44 hours. 😡😡,account,en,chat,0.74
LBL-01297,My discount code was not applied at checkout. I paid full price.,My discount code was not applied at checkout. I paid full price.,billing,en,chat,0.72
LBL-01977,My bank shows a charge from your company but I have no receipt.,My bank shows a charge from your company but I have no receipt.,billing,en,email,0.97
LBL-04518,Please add dark mode — many users have been asking for this!!!,Please add dark mode — many users have been asking for this!!!,feedback,en,email,1.0
LBL-04482,The new interface is really confusing. The old one was much better.,The new interface is really confusing. The old one was much better.,feedback,pcm,email,0.86
LBL-02076,I CANCELLED MY SUBSCRIPTION 1 DAYS AGO BUT WAS STILL CHARGED.,I CANCELLED MY SUBSCRIPTION 1 DAYS AGO BUT WAS STILL CHARGED.,billing,en,social,0.87
LBL-03087,Notification stop working after update wey una do last week.,Notification stop working after update wey una do last week.,technical,pcm,email,0.98
LBL-04346,I have been a customer for 4 years and the quality is declining.,I have been a customer for 4 years and the quality is declining.,feedback,en,email,1.0
LBL-03346,Error code ERR-486 keeps showing when I try to upload my documents!!!,Error code ERR-486 keeps showing when I try to upload my documents!!!,delivery,mixed,chat,0.86
LBL-04465,I have been a customer for 7 years and the quality is declining.,I have been a customer for 7 years and the quality is declining.,feedback,pcm,chat,0.97
LBL-02798,Ẹ jọ̀ọ́ dahùn sí ìbéèrè mi ní kíákíá.,Ẹ jọ̀ọ́ dahùn sí ìbéèrè mi ní kíákíá.,technical,yo,email,0.9
LBL-00919,I have been trying to access my account since Monday with no success.,I have been trying to access my account since Monday with no success.,account,en,email,0.81
LBL-01647,"The refund of ₦10,000 I requested 7 days ago has not arrived. ❌","The refund of ₦10,000 I requested 7 days ago has not arrived. ❌",billing,en,email,0.85
LBL-00365,Error code ERR-340 keeps showing when I try to upload my documents.,Error code ERR-340 keeps showing when I try to upload my documents.,account,mixed,email,0.79
LBL-03288,The tracking page shows 'delivered' but nothing arrived.,The tracking page shows 'delivered' but nothing arrived.,delivery,en,chat,0.89
LBL-02126,"My invoice shows ₦2,500 but we agreed on ₦20,000.","My invoice shows ₦2,500 but we agreed on ₦20,000.",billing,en,email,0.98
LBL-04124,The product is excellent but the mobile app needs improvement.,The product is excellent but the mobile app needs improvement.,feedback,en,email,0.91
LBL-00526,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,social,0.95
LBL-00056,I cannot reset my password. The link expires immediately.,I cannot reset my password. The link expires immediately.,account,en,email,0.84
LBL-00639,TWO-FACTOR AUTHENTICATION IS NOT WORKING ON MY ACCOUNT!!!,TWO-FACTOR AUTHENTICATION IS NOT WORKING ON MY ACCOUNT!!!,account,en,social,0.81
LBL-00303,Two-factor code no dey reach my phone. I no fit login.,Two-factor code no dey reach my phone. I no fit login.,account,pcm,email,0.81
LBL-02767,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,social,0.78
LBL-01277,My payment keeps failing even though my card is valid. 😠,My payment keeps failing even though my card is valid. 😠,billing,en,chat,0.82
LBL-02056,"The refund of ₦50,000 I requested 6 days ago has not arrived. 🙏🙏","The refund of ₦50,000 I requested 6 days ago has not arrived. 🙏🙏",billing,en,chat,0.91
LBL-03645,The estimated delivery date has been pushed back three times.,The estimated delivery date has been pushed back three times.,delivery,pcm,email,0.85
LBL-04144,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,en,chat,0.98
LBL-02879,The dark mode setting does not save between sessions.,The dark mode setting does not save between sessions.,technical,en,social,0.94
LBL-04203,THE NEW INTERFACE IS REALLY CONFUSING. THE OLD ONE WAS MUCH BETTER!!!,THE NEW INTERFACE IS REALLY CONFUSING. THE OLD ONE WAS MUCH BETTER!!!,feedback,pcm,email,0.94
LBL-02287,The password reset link e no dey work. I've tried 3 times!!!,The password reset link e no dey work. I've tried 3 times!!!,technical,mixed,social,0.76
LBL-02262,The search function returns no results even for obvious queries.,The search function returns no results even for obvious queries.,technical,en,chat,0.98
LBL-02297,I cannot download my data export. The link says 'file not found'!!!,I cannot download my data export. The link says 'file not found'!!!,technical,en,email,0.74
LBL-01754,MY SUBSCRIPTION DON CANCEL SINCE 7 DAYS BUT UNA STILL DEY COLLECT MONEY.,MY SUBSCRIPTION DON CANCEL SINCE 7 DAYS BUT UNA STILL DEY COLLECT MONEY.,billing,pcm,chat,0.98
LBL-01969,I CANCELLED MY SUBSCRIPTION 7 DAYS AGO BUT WAS STILL CHARGED.,I CANCELLED MY SUBSCRIPTION 7 DAYS AGO BUT WAS STILL CHARGED.,billing,en,email,0.89
LBL-04352,The live chat support was excellent today. Thank you. 😡,The live chat support was excellent today. Thank you. 😡,feedback,en,chat,0.8
LBL-03118,Video calls keep dropping after 7 minutes.,Video calls keep dropping after 7 minutes.,technical,en,chat,0.9
LBL-02394,Notifications stopped working after the last update.,Notifications stopped working after the last update.,technical,en,social,0.99
LBL-00524,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,social,0.86
LBL-03901,PLEASE ADD DARK MODE — MANY USERS HAVE BEEN ASKING FOR THIS!!!,PLEASE ADD DARK MODE — MANY USERS HAVE BEEN ASKING FOR THIS!!!,feedback,en,social,0.97
LBL-03123,The app crashes every time I open it on Samsung S23.,The app crashes every time I open it on Samsung S23.,technical,en,chat,0.93
LBL-04157,The onboarding process was smooth and the product works well.,The onboarding process was smooth and the product works well.,feedback,en,chat,0.87
LBL-01970,I cancelled my subscription 11 days ago but was still charged.,I cancelled my subscription 11 days ago but was still charged.,billing,en,social,0.79
LBL-00672,"ABEG O, MY ACCOUNT DON LOCK SINCE 12 DAYS. MAKE UNA HELP ME.","ABEG O, MY ACCOUNT DON LOCK SINCE 12 DAYS. MAKE UNA HELP ME.",account,pcm,email,0.96
LBL-04189,The new interface is really confusing. The old one was much better.,The new interface is really confusing. The old one was much better.,feedback,en,social,0.77
LBL-00667,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,social,0.75
LBL-04339,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,en,email,0.86
LBL-01888,My discount code was not applied at checkout. I paid full price.,My discount code was not applied at checkout. I paid full price.,billing,en,email,0.94
LBL-03267,I need to change my delivery address before dispatch.,I need to change my delivery address before dispatch.,delivery,en,chat,0.84
LBL-00281,My account shows 'suspended' but I have done nothing wrong.,My account shows 'suspended' but I have done nothing wrong.,account,en,email,0.76
LBL-01720,"My invoice shows ₦500 but we agreed on ₦4,500.","My invoice shows ₦500 but we agreed on ₦4,500.",billing,en,social,0.77
LBL-02948,The website does not load on Opera Mini. I have cleared my cache.,The website does not load on Opera Mini. I have cleared my cache.,technical,en,social,0.79
LBL-00900,My account suspend without reason. Abeg e don do.,My account suspend without reason. Abeg e don do.,account,pcm,chat,0.79
LBL-04851,Una be thieves! I go report una everywhere online.,Una be thieves! I go report una everywhere online.,abuse,pcm,email,0.79
LBL-00761,I no fit enter my account at all at all. Password reset no dey work.,I no fit enter my account at all at all. Password reset no dey work.,account,pcm,chat,0.99
LBL-01907,I cancelled my subscription 7 days ago but was still charged.,I cancelled my subscription 7 days ago but was still charged.,billing,en,social,0.92
LBL-04043,Aikace-aikacen ya lalace a iPhone 14 na.,Aikace-aikacen ya lalace a iPhone 14 na.,feedback,ha,chat,0.88
LBL-03824,My express delivery took 13 days instead of next-day.,My express delivery took 13 days instead of next-day.,delivery,pcm,chat,0.94
LBL-04139,The product is excellent but the mobile app needs improvement.,The product is excellent but the mobile app needs improvement.,feedback,en,social,1.0
LBL-03819,I need to change my delivery address before dispatch.,I need to change my delivery address before dispatch.,delivery,en,email,0.74
LBL-04301,Your help centre articles are outdated and not helpful!!!,Your help centre articles are outdated and not helpful!!!,feedback,pcm,chat,0.93
LBL-02594,I keep getting an error code ERR-782 when I try to submit the form.,I keep getting an error code ERR-782 when I try to submit the form.,technical,en,email,0.8
LBL-04165,THE LIVE CHAT SUPPORT WAS EXCELLENT TODAY. THANK YOU.,THE LIVE CHAT SUPPORT WAS EXCELLENT TODAY. THANK YOU.,feedback,pcm,chat,0.78
LBL-03032,DARK MODE SETTING NO DEY SAVE. E RESET EVERY TIME I OPEN APP.,DARK MODE SETTING NO DEY SAVE. E RESET EVERY TIME I OPEN APP.,technical,pcm,social,1.0
LBL-03580,My express delivery took 13 days instead of next-day.,My express delivery took 13 days instead of next-day.,delivery,en,email,0.97
LBL-02833,Aikace-aikacen ya lalace a Tecno Camon 20 na.,Aikace-aikacen ya lalace a Tecno Camon 20 na.,technical,ha,email,0.88
LBL-03473,THE TRACKING PAGE SHOWS 'DELIVERED' BUT NOTHING ARRIVED.,THE TRACKING PAGE SHOWS 'DELIVERED' BUT NOTHING ARRIVED.,delivery,pcm,email,0.88
LBL-00138,I have been trying to access my account since Tuesday with no success.,I have been trying to access my account since Tuesday with no success.,account,en,email,0.73
LBL-02181,My bank shows a charge from your company but I have no receipt. 😰,My bank shows a charge from your company but I have no receipt. 😰,billing,en,chat,0.9
LBL-02129,I was charged ₦500 twice this month. Please reverse one charge.,I was charged ₦500 twice this month. Please reverse one charge.,billing,en,social,0.75
LBL-03178,I cannot download my data export. The link says 'file not found'.,I cannot download my data export. The link says 'file not found'.,technical,en,social,0.82
LBL-04368,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,en,email,0.99
LBL-04262,I have been a customer for 3 years and the quality is declining.,I have been a customer for 3 years and the quality is declining.,feedback,pcm,chat,0.76
LBL-04345,I was charged ₦500 twice — una don double charge me this month.,I was charged ₦500 twice — una don double charge me this month.,feedback,mixed,chat,0.84
LBL-01332,"I did not authorise a charge of ₦2,500 on my account.","I did not authorise a charge of ₦2,500 on my account.",billing,en,email,0.92
LBL-02018,My discount code was not applied at checkout. I paid full price.,My discount code was not applied at checkout. I paid full price.,billing,en,chat,0.74
LBL-02483,My tracking shows delivered but nothing arrived at my address.,My tracking shows delivered but nothing arrived at my address.,technical,mixed,chat,0.75
LBL-01359,"Una charge me ₦1,000 two times this month. Abeg refund one.","Una charge me ₦1,000 two times this month. Abeg refund one.",billing,pcm,email,0.94
LBL-01330,"I was charged ₦10,000 twice this month. Please reverse one charge.","I was charged ₦10,000 twice this month. Please reverse one charge.",billing,en,social,0.75
LBL-02151,My bank shows a charge from your company but I have no receipt.,My bank shows a charge from your company but I have no receipt.,billing,en,email,0.81
LBL-02123,"My invoice shows ₦2,500 but we agreed on ₦2,000.","My invoice shows ₦2,500 but we agreed on ₦2,000.",billing,en,chat,0.72
LBL-03982,I have been a customer for 2 years and the quality is declining.,I have been a customer for 2 years and the quality is declining.,feedback,en,chat,0.97
LBL-01253,"An cire ₦10,000 daga asusuna ba tare da izinina ba.","An cire ₦10,000 daga asusuna ba tare da izinina ba.",billing,ha,email,0.83
LBL-03279,My parcel arrived damaged. I need a replacement or refund.,My parcel arrived damaged. I need a replacement or refund.,delivery,en,social,0.96
LBL-03375,I need to change my delivery address before dispatch.,I need to change my delivery address before dispatch.,delivery,en,social,0.88
LBL-02815,Search no dey find anything. Even simple word no dey show result.,Search no dey find anything. Even simple word no dey show result.,technical,pcm,email,0.8
LBL-01849,I cancelled my subscription 6 days ago but was still charged.,I cancelled my subscription 6 days ago but was still charged.,billing,en,social,0.98
LBL-03038,The app crashes every time I open it on Samsung S23.,The app crashes every time I open it on Samsung S23.,technical,en,chat,0.92
LBL-00389,Una system block my account. I never do anything wrong.,Una system block my account. I never do anything wrong.,account,pcm,email,0.79
LBL-00236,This is unacceptable! 14 days and my issue has not been resolved. oya,This is unacceptable! 14 days and my issue has not been resolved. oya,account,mixed,email,0.74
LBL-01078,I no fit enter my account at all at all. Password reset no dey work.,I no fit enter my account at all at all. Password reset no dey work.,account,pcm,social,0.79
LBL-01985,"My invoice shows ₦500 but we agreed on ₦9,000.","My invoice shows ₦500 but we agreed on ₦9,000.",billing,en,email,0.92
LBL-04364,The product is excellent but the mobile app needs improvement.,The product is excellent but the mobile app needs improvement.,feedback,en,email,0.93
LBL-03963,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,en,email,0.94
LBL-00771,I no fit enter my account at all at all. Password reset no dey work. 🙏,I no fit enter my account at all at all. Password reset no dey work. 🙏,account,pcm,chat,0.91
LBL-02166,"UNA CHARGE ME ₦10,000 TWO TIMES THIS MONTH. ABEG REFUND ONE.","UNA CHARGE ME ₦10,000 TWO TIMES THIS MONTH. ABEG REFUND ONE.",billing,pcm,email,0.95
LBL-00674,"Wọ́n gbà owó ₦50,000 lọ́wọ́ mi lọ́nàkọnà. 😠😠","Wọ́n gbà owó ₦50,000 lọ́wọ́ mi lọ́nàkọnà. 😠😠",account,yo,chat,0.76
LBL-00250,My account has been locked for 5 days and I cannot log in.,My account has been locked for 5 days and I cannot log in.,account,en,email,0.99
LBL-01575,I WAS CHARGED THE ANNUAL RATE INSTEAD OF MONTHLY. PLEASE CORRECT THIS.,I WAS CHARGED THE ANNUAL RATE INSTEAD OF MONTHLY. PLEASE CORRECT THIS.,billing,en,email,0.79
LBL-03420,MY EXPRESS DELIVERY TOOK 7 DAYS INSTEAD OF NEXT-DAY.,MY EXPRESS DELIVERY TOOK 7 DAYS INSTEAD OF NEXT-DAY.,delivery,en,chat,0.89
LBL-02082,I did not authorise a charge of ₦500 on my account. 🤬,I did not authorise a charge of ₦500 on my account. 🤬,billing,en,email,0.89
LBL-01824,"I did not authorise a charge of ₦25,000 on my account.","I did not authorise a charge of ₦25,000 on my account.",billing,en,social,0.9
LBL-00717,My account suspend without reason. Abeg e don do.,My account suspend without reason. Abeg e don do.,account,pcm,email,0.86
LBL-04669,Wetin be this rubbish company? Una no sabi do work.,Wetin be this rubbish company? Una no sabi do work.,abuse,pcm,chat,1.0
LBL-02049,Ìṣòro ìmọ̀ẹ̀rọ wà nínú ẹ̀rọ amúnisìn yín.,Ìṣòro ìmọ̀ẹ̀rọ wà nínú ẹ̀rọ amúnisìn yín.,billing,yo,email,0.91
LBL-04179,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,en,email,0.79
LBL-02725,NOTIFICATIONS STOPPED WORKING AFTER THE LAST UPDATE.,NOTIFICATIONS STOPPED WORKING AFTER THE LAST UPDATE.,technical,en,email,0.75
LBL-04522,I love the new features but the performance has got worse.,I love the new features but the performance has got worse.,feedback,en,email,0.98
LBL-01461,My tracking shows delivered but nothing arrived at my address.,My tracking shows delivered but nothing arrived at my address.,billing,mixed,email,0.97
LBL-01669,I cancelled my subscription 9 days ago but was still charged.,I cancelled my subscription 9 days ago but was still charged.,billing,en,social,0.81
LBL-02757,The search function returns no results even for obvious queries.,The search function returns no results even for obvious queries.,technical,en,chat,0.98
LBL-02001,My discount code no work at checkout. I pay full price.,My discount code no work at checkout. I pay full price.,billing,pcm,chat,0.9
LBL-00405,The app is extremely slow — e dey do 10 seconds for simple task.,The app is extremely slow — e dey do 10 seconds for simple task.,account,mixed,email,1.0
LBL-00385,I no fit enter my account at all at all. Password reset no dey work.,I no fit enter my account at all at all. Password reset no dey work.,account,pcm,email,0.96
LBL-04536,The product is excellent but the mobile app needs improvement!!! 😠😠,The product is excellent but the mobile app needs improvement!!! 😠😠,feedback,en,email,0.78
LBL-02153,"My invoice shows ₦25,000 but we agreed on ₦20,000.","My invoice shows ₦25,000 but we agreed on ₦20,000.",billing,en,email,0.88
LBL-01634,My payment keeps failing even though my card is valid. 👎,My payment keeps failing even though my card is valid. 👎,billing,en,email,0.92
LBL-04587,YOUR HELP CENTRE ARTICLES ARE OUTDATED AND NOT HELPFUL.,YOUR HELP CENTRE ARTICLES ARE OUTDATED AND NOT HELPFUL.,feedback,en,email,0.98
LBL-03926,The product is excellent but the mobile app needs improvement.,The product is excellent but the mobile app needs improvement.,feedback,pcm,chat,0.83
LBL-04159,The live chat support was excellent today. Thank you.,The live chat support was excellent today. Thank you.,feedback,pcm,chat,0.79
LBL-00224,The password reset link e no dey work. I've tried 9 times.,The password reset link e no dey work. I've tried 9 times.,account,mixed,chat,0.79
LBL-02194,"Una charge me ₦5,000 two times this month. Abeg refund one.","Una charge me ₦5,000 two times this month. Abeg refund one.",billing,pcm,email,0.85
LBL-03137,Error code ERR-343 keeps showing when I try to upload my documents.,Error code ERR-343 keeps showing when I try to upload my documents.,technical,mixed,chat,0.92
LBL-01825,My payment dey fail but my card dey work. Wetin dey happen? 🤬,My payment dey fail but my card dey work. Wetin dey happen? 🤬,billing,pcm,chat,0.83
LBL-04601,This is absolute rubbish. Your company is a complete disgrace.,This is absolute rubbish. Your company is a complete disgrace.,abuse,en,email,0.85
LBL-00798,My profile don disappear. All my settings don go.,My profile don disappear. All my settings don go.,account,pcm,social,0.84
LBL-02872,Abeg refund my ₦500 — the service I paid for was not delivered. ❌,Abeg refund my ₦500 — the service I paid for was not delivered. ❌,technical,mixed,email,0.97
LBL-00010,My account keeps logging me out every 45 hours.,My account keeps logging me out every 45 hours.,account,en,email,0.89
LBL-01945,"I was charged ₦25,000 twice this month. Please reverse one charge.","I was charged ₦25,000 twice this month. Please reverse one charge.",billing,en,email,0.92
LBL-01839,"I did not authorise a charge of ₦2,500 on my account.","I did not authorise a charge of ₦2,500 on my account.",billing,en,email,0.75
LBL-00256,My profile picture and settings were deleted without warning. 😡😡,My profile picture and settings were deleted without warning. 😡😡,account,en,email,0.79
LBL-04509,I love the new features but the performance has got worse.,I love the new features but the performance has got worse.,feedback,en,chat,0.91
LBL-01582,The refund wey I request since 4 days never reach me.,The refund wey I request since 4 days never reach me.,billing,pcm,social,0.98
LBL-02957,Upload button no dey do anything. I can't send my documents.,Upload button no dey do anything. I can't send my documents.,technical,pcm,chat,0.83
LBL-00925,I am unable to change my registered email address.,I am unable to change my registered email address.,account,en,email,0.75
LBL-04430,The onboarding process was smooth and the product works well!!!,The onboarding process was smooth and the product works well!!!,feedback,en,email,0.96
LBL-02509,I cannot download my data export. The link says 'file not found'!!!,I cannot download my data export. The link says 'file not found'!!!,technical,en,chat,0.74
LBL-03776,My order ORD-953272 was supposed to arrive 7 days ago.,My order ORD-953272 was supposed to arrive 7 days ago.,delivery,en,social,0.9
LBL-04137,Please add dark mode — many users have been asking for this.,Please add dark mode — many users have been asking for this.,feedback,en,email,0.89
LBL-02780,NOTIFICATIONS STOPPED WORKING AFTER THE LAST UPDATE.,NOTIFICATIONS STOPPED WORKING AFTER THE LAST UPDATE.,technical,en,chat,0.94
LBL-00540,I am unable to change my registered email address.,I am unable to change my registered email address.,account,en,chat,0.8
LBL-02746,The app crashes every time I open it on iPhone 14.,The app crashes every time I open it on iPhone 14.,technical,en,email,0.73
LBL-04499,Your customer service team resolved my issue quickly. Very happy.,Your customer service team resolved my issue quickly. Very happy.,feedback,pcm,email,0.98
LBL-04572,Please add dark mode — many users have been asking for this.,Please add dark mode — many users have been asking for this.,feedback,en,email,0.89
LBL-01146,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,email,0.73
LBL-00668,I no fit change my email for account settings. System dey give error.,I no fit change my email for account settings. System dey give error.,account,pcm,email,0.97
LBL-03020,"I was charged ₦5,000 twice — una don double charge me this month.","I was charged ₦5,000 twice — una don double charge me this month.",technical,mixed,chat,0.96
LBL-00358,My profile picture and settings were deleted without warning.,My profile picture and settings were deleted without warning.,account,en,social,0.9
LBL-02832,The app is extremely slow — every action takes 23 seconds.,The app is extremely slow — every action takes 23 seconds.,technical,en,social,0.86
LBL-02784,Search no dey find anything. Even simple word no dey show result.,Search no dey find anything. Even simple word no dey show result.,technical,pcm,email,0.87
LBL-01354,"I was charged ₦1,000 twice — una don double charge me this month!!! abeg","I was charged ₦1,000 twice — una don double charge me this month!!! abeg",billing,mixed,social,0.87
LBL-00471,I have been trying to access my account since Tuesday with no success.,I have been trying to access my account since Tuesday with no success.,account,en,social,0.88
LBL-02704,THE APP CRASHES EVERY TIME I OPEN IT ON TECNO CAMON 20.,THE APP CRASHES EVERY TIME I OPEN IT ON TECNO CAMON 20.,technical,en,chat,0.86
LBL-03331,MY ORDER IS SHOWING AS STUCK IN TRANSIT FOR 1 DAYS.,MY ORDER IS SHOWING AS STUCK IN TRANSIT FOR 1 DAYS.,delivery,en,email,0.96
LBL-03638,The estimated delivery date has been pushed back three times.,The estimated delivery date has been pushed back three times.,delivery,en,chat,0.97
LBL-01397,Error code ERR-335 keeps showing when I try to upload my documents.,Error code ERR-335 keeps showing when I try to upload my documents.,billing,mixed,social,0.96
LBL-03585,I need to change my delivery address before dispatch.,I need to change my delivery address before dispatch.,delivery,pcm,email,0.99
LBL-04487,The new interface is really confusing. The old one was much better!!! 😡😡,The new interface is really confusing. The old one was much better!!! 😡😡,feedback,en,chat,0.78
LBL-03377,The delivery driver did not knock — just marked it as delivered. 🤬,The delivery driver did not knock — just marked it as delivered. 🤬,delivery,pcm,chat,0.73
LBL-01257,"I cancelled my subscription but una still charge ₦5,000 this month.","I cancelled my subscription but una still charge ₦5,000 this month.",billing,mixed,social,0.72
LBL-03513,I received the wrong item in my order ORD-863892.,I received the wrong item in my order ORD-863892.,delivery,en,email,0.96
LBL-01251,"The refund of ₦50,000 I requested 5 days ago has not arrived.","The refund of ₦50,000 I requested 5 days ago has not arrived.",billing,en,chat,0.94
LBL-04808,My delivery never came o. Order ORD-820665 is 5 days overdue.,My delivery never came o. Order ORD-820665 is 5 days overdue.,abuse,mixed,chat,0.74
LBL-04299,The new interface is really confusing. The old one was much better. 🤬,The new interface is really confusing. The old one was much better. 🤬,feedback,en,email,0.99
LBL-03285,I received the wrong item in my order ORD-225126.,I received the wrong item in my order ORD-225126.,delivery,en,email,0.87
LBL-02934,The app is extremely slow — every action takes 5 seconds.,The app is extremely slow — every action takes 5 seconds.,technical,en,email,0.98
LBL-04176,The product is excellent but the mobile app needs improvement!!!,The product is excellent but the mobile app needs improvement!!!,feedback,en,social,0.73
LBL-01853,"My invoice shows ₦50,000 but we agreed on ₦9,000.","My invoice shows ₦50,000 but we agreed on ₦9,000.",billing,en,email,0.85
LBL-04870,YOU HAVE STOLEN MY MONEY. THIS IS MY FINAL WARNING.,YOU HAVE STOLEN MY MONEY. THIS IS MY FINAL WARNING.,abuse,en,social,0.88
LBL-02106,My subscription don cancel since 1 days but una still dey collect money.,My subscription don cancel since 1 days but una still dey collect money.,billing,pcm,chat,0.92
LBL-00134,Error code ERR-305 keeps showing when I try to upload my documents.,Error code ERR-305 keeps showing when I try to upload my documents.,account,mixed,social,0.82
LBL-00929,I have been trying to access my account since Monday with no success!!!,I have been trying to access my account since Monday with no success!!!,account,en,email,0.88
LBL-00824,Two-factor authentication is not working on my account. ❌❌,Two-factor authentication is not working on my account. ❌❌,account,en,chat,0.84
LBL-04544,UNA CUSTOMER SERVICE NO PICK CALL. I'VE BEEN WAITING 9 DAYS FOR RESPONSE.,UNA CUSTOMER SERVICE NO PICK CALL. I'VE BEEN WAITING 9 DAYS FOR RESPONSE.,feedback,mixed,email,0.89
LBL-01532,I was charged the annual rate instead of monthly. Please correct this.,I was charged the annual rate instead of monthly. Please correct this.,billing,en,email,0.88
LBL-01215,My payment dey fail but my card dey work. Wetin dey happen? o,My payment dey fail but my card dey work. Wetin dey happen? o,billing,pcm,social,0.96
LBL-00505,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,chat,0.96
LBL-04286,Your help centre articles are outdated and not helpful.,Your help centre articles are outdated and not helpful.,feedback,en,email,0.76
LBL-01997,"I did not authorise a charge of ₦1,000 on my account.","I did not authorise a charge of ₦1,000 on my account.",billing,en,social,0.91
LBL-03073,The search function returns no results even for obvious queries. 🙏🙏,The search function returns no results even for obvious queries. 🙏🙏,technical,en,social,0.88
LBL-01959,My discount code was not applied at checkout. I paid full price.,My discount code was not applied at checkout. I paid full price.,billing,en,social,0.92
LBL-01385,I NEED AN INVOICE FOR ₦500 PAID ON 20 AUGUST 2025 FOR TAX PURPOSES. 😠😠,I NEED AN INVOICE FOR ₦500 PAID ON 20 AUGUST 2025 FOR TAX PURPOSES. 😠😠,billing,en,social,0.85
LBL-00895,I cannot access my account. The password reset email never arrives.,I cannot access my account. The password reset email never arrives.,account,en,chat,0.73
LBL-00456,The password reset link e no dey work. I've tried 5 times!!!,The password reset link e no dey work. I've tried 5 times!!!,account,mixed,chat,0.89
