post_id,text,language,sentiment,city,platform,date
SNT-01509,Abeg I don tire. 2 days of nothing.,pcm,negative,Abuja,facebook,2025-06-14
SNT-01510,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Port Harcourt,instagram,2025-06-20
SNT-01511,Please let me know the status of my request.,pcm,neutral,Lagos,twitter,2025-06-10
SNT-01512,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Lagos,twitter,2025-06-11
SNT-01513,I am following up on my complaint from 8 days ago.,pcm,neutral,Port Harcourt,twitter,2025-06-09
SNT-01514,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Kano,instagram,2025-06-11
SNT-01515,My complaint has been ignored for 11 days.,en,negative,Lagos,facebook,2025-06-15
SNT-01516,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,facebook,2025-06-06
SNT-01517,This service has gone downhill. 4 years customer and this?,en,negative,Lagos,instagram,2025-06-21
SNT-01518,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,mixed,positive,Abuja,instagram,2025-06-09
SNT-01519,This service has gone downhill. 3 years customer and this?,en,negative,Abuja,twitter,2025-06-16
SNT-01520,My ticket number is ORD-471810. Awaiting your response.,en,neutral,Port Harcourt,twitter,2025-06-24
SNT-01521,This service has gone downhill. 4 years customer and this?,en,negative,Abuja,twitter,2025-06-27
SNT-01522,This is the worst customer service I have ever experienced.,mixed,negative,Ibadan,instagram,2025-06-17
SNT-01523,I am following up on my complaint from 13 days ago.,en,neutral,Abuja,twitter,2025-06-18
SNT-01524,Una don receive my email? I need status update.,en,neutral,Kano,twitter,2025-06-17
SNT-01525,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Kano,instagram,2025-06-13
SNT-01526,I am following up on my complaint from 11 days ago.,mixed,neutral,Lagos,instagram,2025-06-18
SNT-01527,I am very disappointed with the level of service here.,mixed,negative,Lagos,instagram,2025-06-06
SNT-01528,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,twitter,2025-06-12
SNT-01529,Still not resolved after 10 days. This is unacceptable.,pcm,negative,Kano,twitter,2025-06-22
SNT-01530,I am impressed by how fast the team responded to my complaint.,en,positive,Abuja,twitter,2025-06-03
SNT-01531,Still not resolved after 1 days. This is unacceptable.,en,negative,Ibadan,instagram,2025-06-12
SNT-01532,Finally sorted! The agent was very professional and helpful.,pcm,positive,Lagos,twitter,2025-06-28
SNT-01533,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,twitter,2025-06-15
SNT-01534,Please let me know the status of my request.,pcm,neutral,Kano,instagram,2025-06-13
SNT-01535,Requesting update on the refund process for order ORD-556020.,en,neutral,Abuja,twitter,2025-06-19
SNT-01536,I am following up on my complaint from 11 days ago.,en,neutral,Ibadan,facebook,2025-06-20
SNT-01537,Can you confirm whether the issue has been escalated?,pcm,neutral,Port Harcourt,twitter,2025-06-25
SNT-01538,I was told to wait 6 days. It has now been 6 days.,en,neutral,Ibadan,twitter,2025-06-23
SNT-01539,My ticket number is ORD-153542. Awaiting your response.,en,neutral,Kano,twitter,2025-06-24
SNT-01540,This is the worst customer service I have ever experienced.,pcm,negative,Abuja,twitter,2025-06-08
SNT-01541,Abeg I don tire. 8 days of nothing.,en,negative,Lagos,facebook,2025-06-05
SNT-01542,The new update fixed all my issues. Great improvement.,en,positive,Lagos,twitter,2025-06-29
SNT-01543,Terrible experience from start to finish. Will not return.,pcm,negative,Abuja,instagram,2025-06-30
SNT-01544,My complaint has been ignored for 9 days.,en,negative,Port Harcourt,facebook,2025-06-16
SNT-01545,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Abuja,twitter,2025-06-30
SNT-01546,Please let me know the status of my request.,en,neutral,Port Harcourt,instagram,2025-06-27
SNT-01547,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Port Harcourt,twitter,2025-06-26
SNT-01548,I have submitted the required documents as requested.,en,neutral,Lagos,facebook,2025-06-14
SNT-01549,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,mixed,positive,Lagos,instagram,2025-06-20
SNT-01550,Abeg e don work now. Una try well well. God bless.,en,positive,Lagos,twitter,2025-06-18
SNT-01551,Terrible experience from start to finish. Will not return.,en,negative,Ibadan,instagram,2025-06-01
SNT-01552,Very smooth experience. The app works perfectly now.,pcm,positive,Lagos,instagram,2025-06-12
SNT-01553,Terrible experience from start to finish. Will not return.,pcm,negative,Lagos,facebook,2025-06-08
SNT-01554,E don fix. Una be the best! Thank you so much.,pcm,positive,Abuja,instagram,2025-06-20
SNT-01555,Can you confirm whether the issue has been escalated?,mixed,neutral,Port Harcourt,instagram,2025-06-17
SNT-01556,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,twitter,2025-06-27
SNT-01557,Outstanding customer support. Will definitely recommend.,yo,positive,Lagos,instagram,2025-06-06
SNT-01558,Requesting update on the refund process for order ORD-984253.,en,neutral,Kano,twitter,2025-06-17
SNT-01559,Very smooth experience. The app works perfectly now.,yo,positive,Kano,twitter,2025-06-17
SNT-01560,Can you confirm whether the issue has been escalated?,en,neutral,Lagos,instagram,2025-06-22
SNT-01561,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,twitter,2025-06-26
SNT-01562,Still not resolved after 6 days. This is unacceptable.,en,negative,Lagos,twitter,2025-06-23
SNT-01563,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Ibadan,instagram,2025-06-04
SNT-01564,Terrible experience from start to finish. Will not return.,pcm,negative,Ibadan,twitter,2025-06-29
SNT-01565,E no fix at all. Una be waste of time. Very bad experience.,ha,negative,Lagos,facebook,2025-06-03
SNT-01566,E don fix. Una be the best! Thank you so much.,en,positive,Ibadan,instagram,2025-06-01
SNT-01567,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-15
SNT-01568,My complaint has been ignored for 7 days.,en,negative,Lagos,twitter,2025-06-01
SNT-01569,E don fix. Una be the best! Thank you so much.,en,positive,Port Harcourt,instagram,2025-06-06
SNT-01570,The new update fixed all my issues. Great improvement.,pcm,positive,Abuja,twitter,2025-06-15
SNT-01571,Still waiting. No response. Very frustrated.,en,negative,Kano,twitter,2025-06-18
SNT-01572,Abeg e don work now. Una try well well. God bless.,mixed,positive,Port Harcourt,twitter,2025-06-02
SNT-01573,Still waiting. No response. Very frustrated.,mixed,negative,Lagos,twitter,2025-06-02
SNT-01574,This is the worst customer service I have ever experienced.,mixed,negative,Port Harcourt,twitter,2025-06-21
SNT-01575,I am very disappointed with the level of service here.,en,negative,Lagos,twitter,2025-06-25
SNT-01576,Still waiting. No response. Very frustrated.,mixed,negative,Port Harcourt,twitter,2025-06-11
SNT-01577,The new update fixed all my issues. Great improvement.,mixed,positive,Kano,twitter,2025-06-07
SNT-01578,I have submitted the required documents as requested.,en,neutral,Lagos,instagram,2025-06-03
SNT-01579,I was told to wait 3 days. It has now been 3 days.,pcm,neutral,Lagos,facebook,2025-06-06
SNT-01580,Finally sorted! The agent was very professional and helpful.,en,positive,Lagos,instagram,2025-06-26
SNT-01581,Abeg I don tire. 5 days of nothing.,en,negative,Lagos,instagram,2025-06-11
SNT-01582,E don fix. Una be the best! Thank you so much.,mixed,positive,Abuja,twitter,2025-06-16
SNT-01583,Outstanding customer support. Will definitely recommend.,en,positive,Lagos,twitter,2025-06-28
SNT-01584,My complaint has been ignored for 12 days.,en,negative,Lagos,instagram,2025-06-03
SNT-01585,I am very disappointed with the level of service here.,en,negative,Kano,facebook,2025-06-22
SNT-01586,My complaint has been ignored for 13 days.,en,negative,Lagos,twitter,2025-06-01
SNT-01587,Outstanding customer support. Will definitely recommend.,en,positive,Abuja,twitter,2025-06-03
SNT-01588,My complaint has been ignored for 7 days.,en,negative,Kano,facebook,2025-06-15
SNT-01589,The issue was resolved very quickly. Excellent service.,en,positive,Abuja,twitter,2025-06-09
SNT-01590,Requesting update on the refund process for order ORD-219494.,en,neutral,Lagos,twitter,2025-06-03
SNT-01591,Requesting update on the refund process for order ORD-296216.,en,neutral,Port Harcourt,twitter,2025-06-02
SNT-01592,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Ibadan,twitter,2025-06-19
SNT-01593,I am very disappointed with the level of service here.,en,negative,Abuja,facebook,2025-06-18
SNT-01594,My ticket number is ORD-361024. Awaiting your response.,en,neutral,Ibadan,instagram,2025-06-25
SNT-01595,This is the worst customer service I have ever experienced.,en,negative,Ibadan,instagram,2025-06-06
SNT-01596,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Abuja,instagram,2025-06-03
SNT-01597,The issue was resolved very quickly. Excellent service.,en,positive,Abuja,twitter,2025-06-30
SNT-01598,Una don receive my email? I need status update.,en,neutral,Lagos,facebook,2025-06-20
SNT-01599,I am following up on my complaint from 9 days ago.,en,neutral,Lagos,twitter,2025-06-26
SNT-01600,This is the worst customer service I have ever experienced.,en,negative,Ibadan,instagram,2025-06-18
SNT-01601,This service has gone downhill. 8 years customer and this?,en,negative,Lagos,twitter,2025-06-06
SNT-01602,Terrible experience from start to finish. Will not return.,en,negative,Abuja,twitter,2025-06-17
SNT-01603,I was told to wait 1 days. It has now been 1 days.,pcm,neutral,Abuja,facebook,2025-06-15
SNT-01604,Requesting update on the refund process for order ORD-663705.,pcm,neutral,Abuja,instagram,2025-06-24
SNT-01605,Finally sorted! The agent was very professional and helpful.,en,positive,Port Harcourt,instagram,2025-06-29
SNT-01606,This is the worst customer service I have ever experienced.,en,negative,Lagos,twitter,2025-06-01
SNT-01607,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,mixed,negative,Lagos,facebook,2025-06-21
SNT-01608,This is the worst customer service I have ever experienced.,en,negative,Kano,facebook,2025-06-18
SNT-01609,E don fix. Una be the best! Thank you so much.,en,positive,Abuja,twitter,2025-06-15
SNT-01610,I am following up on my complaint from 1 days ago.,en,neutral,Lagos,instagram,2025-06-21
SNT-01611,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,instagram,2025-06-24
SNT-01612,My refund arrived. Thank you for the quick turnaround.,en,positive,Lagos,twitter,2025-06-28
SNT-01613,My ticket number is ORD-230075. Awaiting your response.,pcm,neutral,Port Harcourt,instagram,2025-06-28
SNT-01614,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,yo,negative,Abuja,facebook,2025-06-05
SNT-01615,I am following up on my complaint from 13 days ago.,pcm,neutral,Kano,facebook,2025-06-30
SNT-01616,This service has gone downhill. 8 years customer and this?,en,negative,Lagos,twitter,2025-06-20
SNT-01617,Abeg I don tire. 6 days of nothing.,pcm,negative,Abuja,twitter,2025-06-02
SNT-01618,Still not resolved after 1 days. This is unacceptable.,yo,negative,Kano,instagram,2025-06-13
SNT-01619,This is the worst customer service I have ever experienced.,en,negative,Abuja,facebook,2025-06-10
SNT-01620,E don fix. Una be the best! Thank you so much.,en,positive,Lagos,facebook,2025-06-27
SNT-01621,My complaint has been ignored for 11 days.,mixed,negative,Lagos,twitter,2025-06-07
SNT-01622,Una don receive my email? I need status update.,en,neutral,Lagos,facebook,2025-06-15
SNT-01623,This service has gone downhill. 2 years customer and this?,pcm,negative,Lagos,twitter,2025-06-27
SNT-01624,E don fix. Una be the best! Thank you so much.,en,positive,Lagos,instagram,2025-06-14
SNT-01625,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,pcm,positive,Kano,facebook,2025-06-29
SNT-01626,Please let me know the status of my request.,mixed,neutral,Kano,twitter,2025-06-30
SNT-01627,I am very disappointed with the level of service here.,mixed,negative,Port Harcourt,twitter,2025-06-10
SNT-01628,Una don receive my email? I need status update.,pcm,neutral,Lagos,facebook,2025-06-19
SNT-01629,The issue was resolved very quickly. Excellent service.,en,positive,Lagos,twitter,2025-06-13
SNT-01630,My ticket number is ORD-191930. Awaiting your response.,mixed,neutral,Lagos,instagram,2025-06-20
SNT-01631,Please let me know the status of my request.,en,neutral,Lagos,twitter,2025-06-04
SNT-01632,Still waiting. No response. Very frustrated.,en,negative,Abuja,twitter,2025-06-19
SNT-01633,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Kano,facebook,2025-06-22
SNT-01634,I have submitted the required documents as requested.,mixed,neutral,Abuja,twitter,2025-06-21
SNT-01635,This service has gone downhill. 5 years customer and this?,en,negative,Lagos,twitter,2025-06-23
SNT-01636,My ticket number is ORD-131626. Awaiting your response.,pcm,neutral,Abuja,instagram,2025-06-06
SNT-01637,I am very disappointed with the level of service here.,en,negative,Ibadan,instagram,2025-06-23
SNT-01638,E don fix. Una be the best! Thank you so much.,en,positive,Lagos,facebook,2025-06-02
SNT-01639,The new update fixed all my issues. Great improvement.,en,positive,Abuja,twitter,2025-06-25
SNT-01640,My ticket number is ORD-779723. Awaiting your response.,pcm,neutral,Lagos,twitter,2025-06-22
SNT-01641,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,instagram,2025-06-07
SNT-01642,My complaint has been ignored for 5 days.,en,negative,Lagos,facebook,2025-06-12
SNT-01643,My complaint has been ignored for 4 days.,en,negative,Abuja,instagram,2025-06-18
SNT-01644,Abeg I don tire. 6 days of nothing.,en,negative,Lagos,twitter,2025-06-27
SNT-01645,This is the worst customer service I have ever experienced.,pcm,negative,Abuja,twitter,2025-06-01
SNT-01646,Abeg e don work now. Una try well well. God bless.,en,positive,Lagos,facebook,2025-06-17
SNT-01647,I have submitted the required documents as requested.,mixed,neutral,Lagos,instagram,2025-06-22
SNT-01648,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Abuja,twitter,2025-06-30
SNT-01649,Outstanding customer support. Will definitely recommend.,en,positive,Ibadan,twitter,2025-06-06
SNT-01650,Still not resolved after 1 days. This is unacceptable.,pcm,negative,Lagos,twitter,2025-06-01
SNT-01651,Abeg e don work now. Una try well well. God bless.,en,positive,Lagos,twitter,2025-06-22
SNT-01652,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Lagos,twitter,2025-06-14
SNT-01653,I am very disappointed with the level of service here.,en,negative,Port Harcourt,facebook,2025-06-20
SNT-01654,Still waiting. No response. Very frustrated.,en,negative,Abuja,facebook,2025-06-28
SNT-01655,E no fix at all. Una be waste of time. Very bad experience.,mixed,negative,Lagos,facebook,2025-06-03
SNT-01656,The new update fixed all my issues. Great improvement.,en,positive,Lagos,twitter,2025-06-05
SNT-01657,Una don receive my email? I need status update.,en,neutral,Lagos,twitter,2025-06-22
SNT-01658,Still not resolved after 12 days. This is unacceptable.,pcm,negative,Lagos,instagram,2025-06-19
SNT-01659,Outstanding customer support. Will definitely recommend.,pcm,positive,Abuja,twitter,2025-06-05
SNT-01660,I am very disappointed with the level of service here.,en,negative,Port Harcourt,twitter,2025-06-02
SNT-01661,My refund arrived. Thank you for the quick turnaround.,en,positive,Lagos,facebook,2025-06-08
SNT-01662,This service has gone downhill. 8 years customer and this?,en,negative,Port Harcourt,twitter,2025-06-08
SNT-01663,My refund arrived. Thank you for the quick turnaround.,mixed,positive,Port Harcourt,twitter,2025-06-13
SNT-01664,Requesting update on the refund process for order ORD-858385.,en,neutral,Lagos,twitter,2025-06-28
SNT-01665,I was told to wait 7 days. It has now been 7 days.,pcm,neutral,Kano,twitter,2025-06-01
SNT-01666,My refund arrived. Thank you for the quick turnaround.,pcm,positive,Lagos,instagram,2025-06-02
SNT-01667,Abeg I don tire. 3 days of nothing.,en,negative,Abuja,instagram,2025-06-19
SNT-01668,Finally sorted! The agent was very professional and helpful.,pcm,positive,Lagos,facebook,2025-06-23
SNT-01669,Abeg e don work now. Una try well well. God bless.,en,positive,Ibadan,instagram,2025-06-14
SNT-01670,Can you confirm whether the issue has been escalated?,yo,neutral,Lagos,twitter,2025-06-08
SNT-01671,Please let me know the status of my request.,mixed,neutral,Lagos,facebook,2025-06-14
SNT-01672,My complaint has been ignored for 3 days.,en,negative,Abuja,instagram,2025-06-25
SNT-01673,My complaint has been ignored for 1 days.,en,negative,Lagos,facebook,2025-06-08
SNT-01674,I have submitted the required documents as requested.,pcm,neutral,Lagos,twitter,2025-06-29
SNT-01675,This service has gone downhill. 6 years customer and this?,en,negative,Kano,twitter,2025-06-26
SNT-01676,Can you confirm whether the issue has been escalated?,en,neutral,Port Harcourt,twitter,2025-06-26
SNT-01677,Still waiting. No response. Very frustrated.,en,negative,Lagos,facebook,2025-06-16
SNT-01678,E don fix. Una be the best! Thank you so much.,en,positive,Abuja,twitter,2025-06-28
SNT-01679,The new update fixed all my issues. Great improvement.,yo,positive,Lagos,instagram,2025-06-30
SNT-01680,This service has gone downhill. 5 years customer and this?,mixed,negative,Lagos,facebook,2025-06-17
SNT-01681,My ticket number is ORD-641448. Awaiting your response.,en,neutral,Lagos,facebook,2025-06-26
SNT-01682,Still not resolved after 5 days. This is unacceptable.,yo,negative,Abuja,twitter,2025-06-06
SNT-01683,Terrible experience from start to finish. Will not return.,en,negative,Lagos,instagram,2025-06-29
SNT-01684,I have submitted the required documents as requested.,ha,neutral,Kano,twitter,2025-06-08
SNT-01685,My complaint has been ignored for 4 days.,mixed,negative,Lagos,facebook,2025-06-24
SNT-01686,My complaint has been ignored for 9 days.,pcm,negative,Abuja,twitter,2025-06-15
SNT-01687,I am following up on my complaint from 11 days ago.,pcm,neutral,Kano,facebook,2025-06-01
SNT-01688,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Lagos,instagram,2025-06-05
SNT-01689,My ticket number is ORD-431778. Awaiting your response.,en,neutral,Kano,twitter,2025-06-27
SNT-01690,This is the worst customer service I have ever experienced.,mixed,negative,Kano,instagram,2025-06-04
SNT-01691,Still waiting. No response. Very frustrated.,en,negative,Lagos,twitter,2025-06-12
SNT-01692,I am very disappointed with the level of service here.,pcm,negative,Kano,twitter,2025-06-03
SNT-01693,I am following up on my complaint from 13 days ago.,en,neutral,Lagos,twitter,2025-06-18
SNT-01694,Una don receive my email? I need status update.,pcm,neutral,Ibadan,facebook,2025-06-13
SNT-01695,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Abuja,twitter,2025-06-08
SNT-01696,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Ibadan,instagram,2025-06-13
SNT-01697,Una don receive my email? I need status update.,en,neutral,Abuja,instagram,2025-06-20
SNT-01698,Abeg e don work now. Una try well well. God bless.,en,positive,Kano,twitter,2025-06-29
SNT-01699,The new update fixed all my issues. Great improvement.,en,positive,Lagos,instagram,2025-06-11
SNT-01700,Outstanding customer support. Will definitely recommend.,yo,positive,Lagos,twitter,2025-06-18
SNT-01701,Abeg I don tire. 9 days of nothing.,en,negative,Abuja,twitter,2025-06-06
SNT-01702,The new update fixed all my issues. Great improvement.,pcm,positive,Lagos,instagram,2025-06-13
SNT-01703,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Port Harcourt,twitter,2025-06-25
SNT-01704,Outstanding customer support. Will definitely recommend.,pcm,positive,Lagos,instagram,2025-06-09
SNT-01705,Abeg I don tire. 2 days of nothing.,en,negative,Abuja,twitter,2025-06-15
SNT-01706,Still not resolved after 6 days. This is unacceptable.,en,negative,Lagos,twitter,2025-06-06
SNT-01707,My ticket number is ORD-395391. Awaiting your response.,en,neutral,Kano,facebook,2025-06-19
SNT-01708,Still not resolved after 10 days. This is unacceptable.,en,negative,Abuja,twitter,2025-06-24
SNT-01709,This is the worst customer service I have ever experienced.,pcm,negative,Abuja,twitter,2025-06-06
SNT-01710,Please let me know the status of my request.,en,neutral,Port Harcourt,twitter,2025-06-23
SNT-01711,This is the worst customer service I have ever experienced.,yo,negative,Abuja,facebook,2025-06-03
SNT-01712,I have submitted the required documents as requested.,pcm,neutral,Kano,twitter,2025-06-10
SNT-01713,I am following up on my complaint from 5 days ago.,mixed,neutral,Port Harcourt,twitter,2025-06-14
SNT-01714,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,twitter,2025-06-12
SNT-01715,My ticket number is ORD-318323. Awaiting your response.,en,neutral,Lagos,facebook,2025-06-10
SNT-01716,Still not resolved after 5 days. This is unacceptable.,en,negative,Port Harcourt,twitter,2025-06-27
SNT-01717,I was told to wait 5 days. It has now been 5 days.,yo,neutral,Lagos,instagram,2025-06-22
SNT-01718,Finally sorted! The agent was very professional and helpful.,pcm,positive,Lagos,twitter,2025-06-08
SNT-01719,The issue was resolved very quickly. Excellent service.,yo,positive,Kano,instagram,2025-06-07
SNT-01720,Can you confirm whether the issue has been escalated?,en,neutral,Abuja,instagram,2025-06-30
SNT-01721,I have submitted the required documents as requested.,pcm,neutral,Abuja,twitter,2025-06-02
SNT-01722,I was told to wait 12 days. It has now been 12 days.,pcm,neutral,Lagos,instagram,2025-06-03
SNT-01723,Abeg e don work now. Una try well well. God bless.,en,positive,Lagos,twitter,2025-06-23
SNT-01724,Still not resolved after 13 days. This is unacceptable.,en,negative,Ibadan,facebook,2025-06-07
SNT-01725,The new update fixed all my issues. Great improvement.,en,positive,Lagos,twitter,2025-06-12
SNT-01726,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,twitter,2025-06-26
SNT-01727,E don fix. Una be the best! Thank you so much.,mixed,positive,Abuja,instagram,2025-06-28
SNT-01728,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,mixed,negative,Ibadan,facebook,2025-06-10
SNT-01729,Abeg I don tire. 6 days of nothing.,en,negative,Port Harcourt,instagram,2025-06-21
SNT-01730,This service has gone downhill. 6 years customer and this?,en,negative,Lagos,twitter,2025-06-16
SNT-01731,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Abuja,instagram,2025-06-08
SNT-01732,Abeg e don work now. Una try well well. God bless.,en,positive,Abuja,twitter,2025-06-19
SNT-01733,Please let me know the status of my request.,en,neutral,Lagos,twitter,2025-06-28
SNT-01734,This service has gone downhill. 8 years customer and this?,pcm,negative,Lagos,twitter,2025-06-03
SNT-01735,This is the worst customer service I have ever experienced.,en,negative,Port Harcourt,twitter,2025-06-01
SNT-01736,My ticket number is ORD-988982. Awaiting your response.,en,neutral,Abuja,twitter,2025-06-07
SNT-01737,Very smooth experience. The app works perfectly now.,pcm,positive,Ibadan,facebook,2025-06-26
SNT-01738,This service has gone downhill. 5 years customer and this?,en,negative,Lagos,facebook,2025-06-14
SNT-01739,I was told to wait 3 days. It has now been 3 days.,en,neutral,Lagos,instagram,2025-06-24
SNT-01740,Very smooth experience. The app works perfectly now.,en,positive,Lagos,twitter,2025-06-29
SNT-01741,I am following up on my complaint from 5 days ago.,pcm,neutral,Lagos,twitter,2025-06-17
SNT-01742,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,pcm,negative,Port Harcourt,instagram,2025-06-06
SNT-01743,E don fix. Una be the best! Thank you so much.,en,positive,Abuja,facebook,2025-06-14
SNT-01744,Can you confirm whether the issue has been escalated?,en,neutral,Lagos,instagram,2025-06-14
SNT-01745,This service has gone downhill. 7 years customer and this?,en,negative,Lagos,instagram,2025-06-30
SNT-01746,Requesting update on the refund process for order ORD-572704.,mixed,neutral,Abuja,instagram,2025-06-02
SNT-01747,Still not resolved after 2 days. This is unacceptable.,en,negative,Abuja,twitter,2025-06-08
SNT-01748,I am very disappointed with the level of service here.,pcm,negative,Abuja,facebook,2025-06-20
SNT-01749,Still waiting. No response. Very frustrated.,yo,negative,Kano,twitter,2025-06-08
SNT-01750,I was told to wait 4 days. It has now been 4 days.,pcm,neutral,Lagos,twitter,2025-06-13
SNT-01751,Ìṣòro mi ti yanjú. Mo dúpẹ́ lọ́wọ́ yín.,en,positive,Abuja,twitter,2025-06-21
SNT-01752,Ìṣòro mi ò tíì yanjú. Àṣìṣe nlá ni.,en,negative,Abuja,twitter,2025-06-11
SNT-01753,Finally sorted! The agent was very professional and helpful.,en,positive,Kano,instagram,2025-06-27
SNT-01754,Still waiting. No response. Very frustrated.,en,negative,Abuja,twitter,2025-06-21
SNT-01755,I am following up on my complaint from 2 days ago.,en,neutral,Lagos,instagram,2025-06-21
SNT-01756,Outstanding customer support. Will definitely recommend.,en,positive,Lagos,twitter,2025-06-24
SNT-01757,Abeg I don tire. 9 days of nothing.,mixed,negative,Lagos,twitter,2025-06-04
SNT-01758,I have submitted the required documents as requested.,pcm,neutral,Lagos,twitter,2025-06-07
SNT-01759,Please let me know the status of my request.,pcm,neutral,Ibadan,twitter,2025-06-09
SNT-01760,Can you confirm whether the issue has been escalated?,mixed,neutral,Ibadan,twitter,2025-06-07
SNT-01761,Very smooth experience. The app works perfectly now.,pcm,positive,Port Harcourt,instagram,2025-06-17
SNT-01762,Outstanding customer support. Will definitely recommend.,mixed,positive,Lagos,instagram,2025-06-09
SNT-01763,My ticket number is ORD-841414. Awaiting your response.,pcm,neutral,Lagos,instagram,2025-06-19
SNT-01764,Abeg I don tire. 7 days of nothing.,en,negative,Kano,instagram,2025-06-24
SNT-01765,Please let me know the status of my request.,pcm,neutral,Lagos,twitter,2025-06-27
SNT-01766,Outstanding customer support. Will definitely recommend.,en,positive,Lagos,instagram,2025-06-09
SNT-01767,I am very disappointed with the level of service here.,en,negative,Lagos,twitter,2025-06-21
SNT-01768,Can you confirm whether the issue has been escalated?,pcm,neutral,Lagos,twitter,2025-06-10
SNT-01769,This service has gone downhill. 6 years customer and this?,yo,negative,Lagos,twitter,2025-06-29
SNT-01770,I have submitted the required documents as requested.,pcm,neutral,Abuja,instagram,2025-06-27
SNT-01771,This service has gone downhill. 5 years customer and this?,mixed,negative,Lagos,facebook,2025-06-23
SNT-01772,Terrible experience from start to finish. Will not return.,en,negative,Kano,twitter,2025-06-19
SNT-01773,This service has gone downhill. 4 years customer and this?,pcm,negative,Ibadan,instagram,2025-06-19
SNT-01774,My complaint has been ignored for 6 days.,en,negative,Abuja,twitter,2025-06-16
SNT-01775,I am impressed by how fast the team responded to my complaint.,en,positive,Lagos,twitter,2025-06-11
SNT-01776,I have submitted the required documents as requested.,en,neutral,Kano,twitter,2025-06-20
SNT-01777,The issue was resolved very quickly. Excellent service.,en,positive,Lagos,twitter,2025-06-03
SNT-01778,E no fix at all. Una be waste of time. Very bad experience.,en,negative,Lagos,twitter,2025-06-10
SNT-01779,Finally sorted! The agent was very professional and helpful.,pcm,positive,Lagos,twitter,2025-06-15
SNT-01780,My refund arrived. Thank you for the quick turnaround.,en,positive,Kano,instagram,2025-06-10
SNT-01781,Outstanding customer support. Will definitely recommend.,pcm,positive,Kano,twitter,2025-06-26
SNT-01782,My complaint has been ignored for 3 days.,mixed,negative,Lagos,twitter,2025-06-08
SNT-01783,E no fix at all. Una be waste of time. Very bad experience.,pcm,negative,Lagos,twitter,2025-06-13
SNT-01784,The issue was resolved very quickly. Excellent service.,pcm,positive,Abuja,instagram,2025-06-03
SNT-01785,The issue was resolved very quickly. Excellent service.,pcm,positive,Lagos,instagram,2025-06-10
SNT-01786,I was told to wait 10 days. It has now been 10 days.,yo,neutral,Lagos,instagram,2025-06-23
SNT-01787,This service has gone downhill. 2 years customer and this?,pcm,negative,Lagos,twitter,2025-06-29
SNT-01788,This is the worst customer service I have ever experienced.,en,negative,Lagos,twitter,2025-06-15
SNT-01789,Still not resolved after 10 days. This is unacceptable.,en,negative,Abuja,twitter,2025-06-15
SNT-01790,My ticket number is ORD-523368. Awaiting your response.,en,neutral,Kano,twitter,2025-06-10
SNT-01791,My ticket number is ORD-871674. Awaiting your response.,en,neutral,Port Harcourt,facebook,2025-06-30
